station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBGR,2025-01-06 04:00,69.80,64.40,82.98,90.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 060400Z 09005KT 9999 OVC012 21/18 Q1014,M
SBAN,2025-01-06 05:00,68.00,66.20,93.97,10.00,4.00,0.00,30.00,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 060500Z 01004KT 9999 FEW010 SCT100 20/19 Q1016,M
SBGR,2025-01-06 05:00,69.80,64.40,82.98,90.00,5.00,0.00,29.91,M,6.21,M,FEW,OVC,M,M,1100.00,1400.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 060500Z 09005KT 9999 FEW011 OVC014 21/18 Q1013,M
SBGR,2025-01-06 06:00,69.80,64.40,82.98,100.00,4.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,1700.00,7000.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 060600Z 10004KT 9999 SCT017 BKN070 21/18 Q1013,M
SBAN,2025-01-06 06:00,68.00,68.00,100.00,0.00,0.00,0.00,30.00,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 060600Z 00000KT 9999 FEW010 SCT100 20/20 Q1016,M
SBAN,2025-01-06 07:00,68.00,66.20,93.97,330.00,3.00,0.00,30.00,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 060700Z 33003KT 9999 FEW010 SCT100 20/19 Q1016,M
SBGR,2025-01-06 07:00,69.80,64.40,82.98,100.00,5.00,0.00,29.91,M,6.21,M,BKN,BKN,M,M,1500.00,7000.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 060700Z 10005KT 9999 BKN015 BKN070 21/18 Q1013,M
SBGR,2025-01-06 08:00,68.00,64.40,88.26,70.00,6.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,1100.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 060800Z 07006KT 9999 SCT011 BKN070 20/18 Q1013,M
SBAN,2025-01-06 08:00,66.20,64.40,93.92,340.00,2.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 060800Z 34002KT 9999 FEW010 BKN100 19/18 Q1017,M
SBGR,2025-01-06 09:00,68.00,64.40,88.26,70.00,6.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,1300.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 060900Z 07006KT 9999 FEW013 BKN070 20/18 Q1014,M
SBAN,2025-01-06 09:00,69.80,69.80,100.00,M,2.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,1300.00,10000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 060900Z VRB02KT 9999 BKN013 SCT100 21/21 Q1017,M
SBAN,2025-01-06 10:00,69.80,69.80,100.00,350.00,3.00,0.00,30.06,M,6.21,M,BKN,SCT,M,M,400.00,1000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 061000Z 35003KT 280V090 9999 BKN004 SCT010 21/21 Q1018,M
SBGR,2025-01-06 10:00,69.80,64.40,82.98,70.00,9.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,1300.00,7000.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 061000Z 07009KT 9999 FEW013 BKN070 21/18 Q1014,M
SBAN,2025-01-06 11:00,71.60,69.80,94.06,340.00,4.00,0.00,30.06,M,6.21,M,BKN,SCT,M,M,500.00,1000.00,M,M,M,M,M,M,M,M,M,71.60,SBAN 061100Z 34004KT 9999 BKN005 SCT010 22/21 Q1018,M
SBGR,2025-01-06 11:00,71.60,64.40,78.04,40.00,9.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,1100.00,7000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 061100Z 04009KT 9999 FEW011 SCT070 22/18 Q1015,M
SBGR,2025-01-06 12:00,75.20,66.20,73.61,60.00,7.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 061200Z 06007KT CAVOK 24/19 Q1014,M
SBAN,2025-01-06 12:00,73.40,71.60,94.10,M,4.00,0.00,30.09,M,6.21,M,BKN,SCT,M,M,500.00,1000.00,M,M,SHRA,M,M,M,M,M,M,73.40,COR SBAN 061200Z VRB04KT 9999 4000N SHRA BKN005 SCT010 23/22 Q1019,M
SBGR,2025-01-06 13:00,78.80,66.20,65.33,110.00,4.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 061300Z 11004KT CAVOK 26/19 Q1014,M
SBAN,2025-01-06 13:00,71.60,68.00,88.43,M,6.00,0.00,30.12,M,6.21,M,BKN,SCT,M,M,400.00,1000.00,M,M,M,M,M,M,M,M,M,71.60,SBAN 061300Z VRB06KT 9999 BKN004 SCT010 22/20 Q1020 RESHRA,M
SBAN,2025-01-06 14:00,75.20,68.00,78.34,M,6.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,500.00,800.00,M,M,M,M,M,M,M,M,M,75.20,SBAN 061400Z VRB06KT 9999 FEW005 BKN008 24/20 Q1020,M
SBGR,2025-01-06 14:00,86.00,64.40,48.58,330.00,9.00,0.00,29.94,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,87.49,SBGR 061400Z 33009KT 9999 SCT040 30/18 Q1014,M
SBAN,2025-01-06 15:00,77.00,68.00,73.78,M,8.00,0.00,30.09,M,6.21,M,FEW,SCT,FEW,M,700.00,1200.00,3000.00,M,M,M,M,M,M,M,M,77.00,SBAN 061500Z VRB08KT 9999 FEW007 SCT012 FEW030TCU 25/20 Q1019,M
SBGR,2025-01-06 15:00,86.00,62.60,45.61,320.00,12.00,0.00,29.91,M,6.21,23.00,BKN,FEW,M,M,4000.00,4500.00,M,M,M,M,M,M,M,M,M,86.72,SBGR 061500Z 32012G23KT 9999 BKN040 FEW045TCU 30/17 Q1013,M
SBGR,2025-01-06 16:00,87.80,57.20,35.53,300.00,16.00,0.00,29.91,M,6.21,M,BKN,FEW,M,M,4000.00,4500.00,M,M,M,M,M,M,M,M,M,86.58,SBGR 061600Z 30016KT 9999 BKN040 FEW045TCU 31/14 Q1013,M
SBAN,2025-01-06 16:00,78.80,68.00,69.52,M,4.00,0.00,30.06,M,6.21,M,FEW,SCT,FEW,M,800.00,1200.00,3000.00,M,SHRA,M,M,M,M,M,M,78.80,SBAN 061600Z VRB04KT 9999 SHRA FEW008 SCT012 FEW030TCU 26/20 Q1018,M
SBAN,2025-01-06 17:00,71.60,71.60,100.00,M,6.00,0.00,30.03,M,6.21,M,SCT,SCT,FEW,BKN,1200.00,1500.00,3000.00,7000.00,VCSH,M,M,M,M,M,M,71.60,COR SBAN 061700Z VRB06KT 9999 VCSH SCT012 SCT015 FEW030TCU BKN070 22/22 Q1017 RESHRA,M
SBGR,2025-01-06 17:00,89.60,59.00,35.81,280.00,15.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.86,SBGR 061700Z 28015KT CAVOK 32/15 Q1012,M
SBAN,2025-01-06 18:00,73.40,68.00,83.21,M,4.00,0.00,30.03,M,6.21,M,FEW,SCT,FEW,BKN,1200.00,1500.00,3000.00,7000.00,VCSH,M,M,M,M,M,M,73.40,SBAN 061800Z VRB04KT 9999 VCSH FEW012 SCT015 FEW030TCU BKN070 23/20 Q1017,M
SBGR,2025-01-06 18:00,78.80,68.00,69.52,180.00,10.00,0.00,29.88,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 061800Z 18010KT 9000 NSC 26/20 Q1012,M
SBAN,2025-01-06 19:00,73.40,69.80,88.51,M,3.00,0.00,29.97,M,6.21,M,FEW,SCT,FEW,BKN,1200.00,2000.00,3000.00,7000.00,VCSH,M,M,M,M,M,M,73.40,SBAN 061900Z VRB03KT 9999 VCSH FEW012 SCT020 FEW030TCU BKN070 23/21 Q1015,M
SBGR,2025-01-06 19:00,75.20,66.20,73.61,170.00,9.00,0.00,29.88,M,5.59,M,BKN,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 061900Z 17009KT 9000 BKN019 24/19 Q1012,M
SBAN,2025-01-06 20:00,73.40,68.00,83.21,310.00,4.00,0.00,29.97,M,6.21,M,FEW,SCT,FEW,BKN,1000.00,2500.00,3500.00,7000.00,M,M,M,M,M,M,M,73.40,SBAN 062000Z 31004KT 9999 FEW010 SCT025 FEW035TCU BKN070 23/20 Q1015,M
SBGR,2025-01-06 20:00,73.40,66.20,78.19,140.00,8.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 062000Z 14008KT 9999 BKN019 23/19 Q1012,M
SBAN,2025-01-06 21:00,73.40,68.00,83.21,M,2.00,0.00,30.00,M,6.21,M,FEW,FEW,BKN,M,1000.00,3500.00,7000.00,M,M,M,M,M,M,M,M,73.40,SBAN 062100Z VRB02KT 9999 FEW010 FEW035TCU BKN070 23/20 Q1016,M
SBGR,2025-01-06 21:00,73.40,66.20,78.19,160.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 062100Z 16008KT 9999 OVC017 23/19 Q1013,M
SBAN,2025-01-06 22:00,71.60,69.80,94.06,310.00,1.00,0.00,30.00,M,6.21,M,FEW,FEW,BKN,M,700.00,3500.00,7000.00,M,M,M,M,M,M,M,M,71.60,COR SBAN 062200Z 31001KT 9999 FEW007 FEW035TCU BKN070 22/21 Q1016,M
SBGR,2025-01-06 22:00,73.40,66.20,78.19,150.00,7.00,0.00,29.91,M,6.21,M,BKN,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,73.40,SBGR 062200Z 15007KT 9999 BKN017 BKN040 23/19 Q1013,M
SBAN,2025-01-06 23:00,69.80,69.80,100.00,210.00,5.00,0.00,30.00,M,4.97,M,SCT,BKN,FEW,BKN,900.00,2000.00,3500.00,7000.00,VCTS,M,M,M,M,M,M,69.80,COR SBAN 062300Z 21005KT 8000 VCTS SCT009 BKN020 FEW035CB BKN070 21/21 Q1016,M
SBGR,2025-01-06 23:00,71.60,66.20,83.09,120.00,7.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,1700.00,3300.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 062300Z 12007KT 9999 SCT017 BKN033 22/19 Q1014,M
SBGR,2025-01-07 00:00,71.60,66.20,83.09,90.00,6.00,0.00,29.97,M,6.21,M,SCT,BKN,M,M,1300.00,3600.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 070000Z 09006KT 9999 SCT013 BKN036 22/19 Q1015,M
SBAN,2025-01-07 00:00,69.80,69.80,100.00,310.00,4.00,0.00,30.03,M,6.21,M,BKN,BKN,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 070000Z 31004KT 9999 BKN020 BKN070 21/21 Q1017,M
SBGR,2025-01-07 01:00,71.60,66.20,83.09,90.00,7.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 070100Z 09007KT 9999 BKN017 22/19 Q1015,M
SBAN,2025-01-07 01:00,68.00,68.00,100.00,0.00,0.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 070100Z 00000KT 9999 SCT020 BKN070 20/20 Q1018,M
SBAN,2025-01-07 02:00,68.00,68.00,100.00,0.00,0.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 070200Z 00000KT 9999 SCT020 BKN070 20/20 Q1018,M
SBGR,2025-01-07 02:00,69.80,66.20,88.34,60.00,7.00,0.00,29.97,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070200Z 06007KT 9999 FEW015 21/19 Q1015,M
SBAN,2025-01-07 03:00,68.00,68.00,100.00,0.00,0.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 070300Z 00000KT 9999 SCT020 BKN070 20/20 Q1018,M
SBGR,2025-01-07 03:00,69.80,66.20,88.34,100.00,7.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070300Z 10007KT CAVOK 21/19 Q1014,M
SBGR,2025-01-07 04:00,69.80,64.40,82.98,110.00,5.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070400Z 11005KT 9999 BKN011 21/18 Q1014,M
SBAN,2025-01-07 04:00,66.20,66.20,100.00,0.00,0.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 070400Z 00000KT 9999 SCT020 SCT100 19/19 Q1018,M
SBAN,2025-01-07 05:00,66.20,66.20,100.00,300.00,2.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 070500Z 30002KT 9999 SCT015 SCT100 19/19 Q1018,M
SBGR,2025-01-07 05:00,69.80,66.20,88.34,130.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070500Z 13007KT 9999 OVC011 21/19 Q1013,M
SBAN,2025-01-07 06:00,66.20,66.20,100.00,310.00,2.00,0.00,30.03,M,5.59,M,SCT,SCT,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 070600Z 31002KT 9000 SCT015 SCT100 19/19 Q1017,M
SBGR,2025-01-07 06:00,69.80,64.40,82.98,110.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070600Z 11006KT 9999 OVC017 21/18 Q1013,M
SBAN,2025-01-07 07:00,66.20,64.40,93.92,60.00,2.00,0.00,30.03,M,6.21,M,SCT,BKN,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 070700Z 06002KT 9999 SCT015 BKN100 19/18 Q1017,M
SBGR,2025-01-07 07:00,69.80,64.40,82.98,100.00,4.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070700Z 10004KT 9999 OVC013 21/18 Q1013,M
SBGR,2025-01-07 08:00,69.80,64.40,82.98,80.00,4.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070800Z 08004KT 9999 OVC013 21/18 Q1013,M
SBAN,2025-01-07 08:00,66.20,64.40,93.92,50.00,4.00,0.00,30.03,M,4.97,M,SCT,BKN,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 070800Z 05004KT 8000 SCT015 BKN100 19/18 Q1017,M
SBGR,2025-01-07 09:00,69.80,66.20,88.34,50.00,5.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 070900Z 05005KT 9999 OVC014 21/19 Q1013,M
SBAN,2025-01-07 09:00,66.20,66.20,100.00,M,2.00,0.00,30.00,M,0.06,M,VV ,M,M,M,1000.00,M,M,M,FG,M,M,M,M,M,M,66.20,SBAN 070900Z VRB02KT 0100 R24R/0150N R06L/0150N FG VV010 19/19 Q1016,M
SBGR,2025-01-07 10:00,69.80,66.20,88.34,50.00,7.00,0.00,29.94,M,5.59,M,SCT,OVC,M,M,1300.00,1900.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 071000Z 05007KT 9000 SCT013 OVC019 21/19 Q1014,M
SBAN,2025-01-07 10:00,68.00,68.00,100.00,M,2.00,0.00,30.03,M,0.75,M,BKN,SCT,M,M,300.00,10000.00,M,M,BR,M,M,M,M,M,M,68.00,SBAN 071000Z VRB02KT 1200 R06L/1400D R24R/2000U BR BKN003 SCT100 20/20 Q1017,M
SBAN,2025-01-07 11:00,69.80,69.80,100.00,M,4.00,0.00,30.06,M,6.21,M,BKN,SCT,M,M,500.00,10000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 071100Z VRB04KT 9999 BKN005 SCT100 21/21 Q1018,M
SBGR,2025-01-07 11:00,71.60,64.40,78.04,70.00,9.00,0.00,29.94,M,6.21,M,SCT,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 071100Z 07009KT 9999 SCT013 22/18 Q1014,M
SBGR,2025-01-07 12:00,75.20,66.20,73.61,90.00,4.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 071200Z 09004KT 9999 BKN019 24/19 Q1014,M
SBAN,2025-01-07 12:00,71.60,69.80,94.06,M,4.00,0.00,30.09,M,6.21,M,BKN,SCT,M,M,900.00,10000.00,M,M,M,M,M,M,M,M,M,71.60,SBAN 071200Z VRB04KT 9999 BKN009 SCT100 22/21 Q1019,M
SBGR,2025-01-07 13:00,77.00,66.20,69.33,210.00,3.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 071300Z 21003KT 9999 BKN023 25/19 Q1014,M
SBAN,2025-01-07 13:00,73.40,68.00,83.21,360.00,4.00,0.00,30.09,M,6.21,M,BKN,SCT,M,M,900.00,10000.00,M,M,M,M,M,M,M,M,M,73.40,SBAN 071300Z 36004KT 9999 BKN009 SCT100 23/20 Q1019,M
SBGR,2025-01-07 14:00,80.60,66.20,61.58,20.00,5.00,0.00,29.94,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,82.75,SBGR 071400Z 02005KT 9999 BKN030 27/19 Q1014,M
SBAN,2025-01-07 14:00,77.00,68.00,73.78,M,5.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,77.00,SBAN 071400Z VRB05KT 9999 SCT015 SCT100 25/20 Q1018,M
SBAN,2025-01-07 15:00,78.80,68.00,69.52,340.00,5.00,0.00,30.06,M,6.21,M,SCT,FEW,SCT,M,2000.00,2500.00,10000.00,M,SHRA,M,M,M,M,M,M,78.80,SBAN 071500Z 34005KT 9999 SHRA SCT020 FEW025TCU SCT100 26/20 Q1018,M
SBGR,2025-01-07 15:00,82.40,66.20,58.08,340.00,4.00,0.00,29.91,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,84.63,SBGR 071500Z 34004KT 9999 BKN036 28/19 Q1013,M
SBGR,2025-01-07 16:00,87.80,64.40,45.88,310.00,10.00,0.00,29.88,M,6.21,M,SCT,SCT,M,M,4300.00,5000.00,M,M,TS,M,M,M,M,M,M,89.33,SBGR 071600Z 31010KT 9999 TS SCT043 SCT050CB 31/18 Q1012,M
SBAN,2025-01-07 16:00,77.00,68.00,73.78,330.00,5.00,0.00,30.03,M,6.21,M,SCT,FEW,SCT,M,2000.00,2500.00,10000.00,M,SHRA,M,M,M,M,M,M,77.00,SBAN 071600Z 33005KT 9999 SHRA SCT020 FEW025TCU SCT100 25/20 Q1017,M
SBAN,2025-01-07 17:00,77.00,66.20,69.33,M,4.00,0.00,30.00,M,6.21,M,SCT,FEW,SCT,M,2000.00,2500.00,10000.00,M,VCSH,M,M,M,M,M,M,77.00,SBAN 071700Z VRB04KT 9999 VCSH SCT020 FEW025TCU SCT100 25/19 Q1016 RESHRA,M
SBGR,2025-01-07 17:00,77.00,62.60,61.13,190.00,9.00,0.00,29.91,M,6.21,M,BKN,FEW,M,M,4500.00,5000.00,M,M,TS,M,M,M,M,M,M,77.00,SBGR 071700Z 19009KT 9999 TS BKN045 FEW050CB 25/17 Q1013 WS R10R,M
SBGR,2025-01-07 18:00,73.40,68.00,83.21,160.00,5.00,0.00,29.91,M,4.97,M,SCT,BKN,FEW,M,1500.00,4000.00,4500.00,M,-RA,M,M,M,M,M,M,73.40,SBGR 071800Z 16005KT 8000 -RA SCT015 BKN040 FEW045TCU 23/20 Q1013 RETS,M
SBAN,2025-01-07 18:00,80.60,66.20,61.58,350.00,5.00,0.00,29.97,M,6.21,M,SCT,FEW,M,M,2500.00,3000.00,M,M,M,M,M,M,M,M,M,82.75,SBAN 071800Z 35005KT 9999 SCT025 FEW030TCU 27/19 Q1015,M
SBAN,2025-01-07 19:00,77.00,69.80,78.48,280.00,2.00,0.00,29.94,M,6.21,M,FEW,FEW,M,M,2500.00,3000.00,M,M,M,M,M,M,M,M,M,77.00,SBAN 071900Z 28002KT 9999 FEW025 FEW030TCU 25/21 Q1014,M
SBGR,2025-01-07 19:00,71.60,68.00,88.43,170.00,8.00,0.00,29.91,M,2.49,M,BKN,OVC,M,M,1500.00,7000.00,M,M,-RA,M,M,M,M,M,M,71.60,SBGR 071900Z 17008KT 4000 -RA BKN015 OVC070 22/20 Q1013,M
SBAN,2025-01-07 20:00,77.00,68.00,73.78,280.00,2.00,0.00,29.94,M,6.21,M,FEW,FEW,M,M,2500.00,3000.00,M,M,M,M,M,M,M,M,M,77.00,SBAN 072000Z 28002KT 9999 FEW025 FEW030TCU 25/20 Q1014,M
SBGR,2025-01-07 20:00,69.80,66.20,88.34,170.00,5.00,0.00,29.91,M,4.35,M,BKN,BKN,M,M,1000.00,7000.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 072000Z 17005KT 7000 BKN010 BKN070 21/19 Q1013,M
SBGR,2025-01-07 20:20,71.60,66.20,83.09,180.00,6.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 072020Z 18006KT 9999 SCT015 BKN100 22/19 Q1013,M
SBGR,2025-01-07 21:00,71.60,66.20,83.09,180.00,6.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 072100Z 18006KT 9999 SCT020 BKN100 22/19 Q1013,M
SBAN,2025-01-07 21:00,75.20,68.00,78.34,270.00,2.00,0.00,29.94,M,6.21,M,FEW,FEW,SCT,M,2500.00,3000.00,10000.00,M,M,M,M,M,M,M,M,75.20,SBAN 072100Z 27002KT 9999 FEW025 FEW030TCU SCT100 24/20 Q1014,M
SBGR,2025-01-07 22:00,71.60,64.40,78.04,170.00,5.00,0.00,29.94,M,6.21,M,BKN,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 072200Z 17005KT 9999 BKN020 BKN100 22/18 Q1014,M
SBAN,2025-01-07 22:00,73.40,68.00,83.21,M,2.00,0.00,29.97,M,6.21,M,FEW,FEW,SCT,M,1000.00,3000.00,10000.00,M,VCTS VCSH,M,M,M,M,M,M,73.40,SBAN 072200Z VRB02KT 9999 VCTS VCSH FEW010 FEW030CB SCT100 23/20 Q1015,M
SBGR,2025-01-07 23:00,68.00,62.60,82.86,130.00,7.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 072300Z 13007KT CAVOK 20/17 Q1015,M
SBAN,2025-01-07 23:00,69.80,69.80,100.00,310.00,3.00,0.00,30.00,M,6.21,M,BKN,SCT,M,M,400.00,600.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 072300Z 31003KT 9999 BKN004 SCT006 21/21 Q1016 RESHRA,M
SBGR,2025-01-08 00:00,69.80,62.60,77.90,110.00,6.00,0.00,29.97,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 080000Z 11006KT 9999 FEW030 21/17 Q1015,M
SBAN,2025-01-08 00:00,69.80,69.80,100.00,310.00,2.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,400.00,1000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 080000Z 31002KT 9999 BKN004 SCT010 21/21 Q1017,M
SBAN,2025-01-08 01:00,69.80,69.80,100.00,310.00,3.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,400.00,700.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 080100Z 31003KT 9999 BKN004 SCT007 21/21 Q1017,M
SBGR,2025-01-08 01:00,69.80,64.40,82.98,130.00,5.00,0.00,29.97,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 080100Z 13005KT 9999 BKN030 21/18 Q1015,M
SBAN,2025-01-08 01:07,69.80,69.80,100.00,320.00,2.00,0.00,30.03,M,6.21,M,SCT,FEW,BKN,M,1000.00,3000.00,10000.00,M,VCTS,M,M,M,M,M,M,69.80,SBAN 080107Z 32002KT 9999 VCTS SCT010 FEW030CB BKN100 21/21 Q1017,M
SBAN,2025-01-08 02:00,68.00,68.00,100.00,320.00,2.00,0.00,30.03,M,6.21,M,BKN,SCT,FEW,M,200.00,600.00,3000.00,M,VCTS,M,M,M,M,M,M,68.00,SBAN 080200Z 32002KT 9999 VCTS BKN002 SCT006 FEW030CB 20/20 Q1017,M
SBGR,2025-01-08 02:00,69.80,64.40,82.98,80.00,8.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,1100.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 080200Z 08008KT 9999 FEW011 BKN040 21/18 Q1015,M
SBGR,2025-01-08 03:00,68.00,64.40,88.26,70.00,5.00,0.00,29.97,M,6.21,M,SCT,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 080300Z 07005KT 9999 SCT011 20/18 Q1015,M
SBAN,2025-01-08 03:00,68.00,68.00,100.00,330.00,3.00,0.00,30.03,M,6.21,M,SCT,SCT,M,M,400.00,800.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 080300Z 33003KT 9999 SCT004 SCT008 20/20 Q1017,M
SBAN,2025-01-08 04:00,68.00,68.00,100.00,330.00,4.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,500.00,1000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 080400Z 33004KT 9999 BKN005 SCT010 20/20 Q1017,M
SBGR,2025-01-08 04:00,66.20,64.40,93.92,80.00,4.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,SBGR 080400Z 08004KT CAVOK 19/18 Q1014,M
SBGR,2025-01-08 05:00,66.20,64.40,93.92,120.00,3.00,0.00,29.94,M,6.21,M,SCT,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,66.20,SBGR 080500Z 12003KT 9999 SCT009 19/18 Q1014,M
SBAN,2025-01-08 05:00,68.00,68.00,100.00,290.00,4.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,500.00,1000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 080500Z 29004KT 9999 BKN005 SCT010 20/20 Q1017,M
SBGR,2025-01-08 06:00,66.20,64.40,93.92,90.00,2.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,700.00,900.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 080600Z 09002KT 9999 FEW007 BKN009 19/18 Q1013,M
